id,replyCount,likeCount,publishedAt,authorName,text,isReply,isReplyTo,isReplyToName
fce931e9b0603ee71f619c0f1f27b475aa375d07,0,0,"2025-12-02 10:36:58",2fed90773a4d91781357a366e45d3c649e186cd0,"I do now despise birth control but I was on it for 15 years on and off between pregnancies and never had pms until I stopped taking it many years ago. (My husband got a vasectomy) I realize now, the pill seemed to regulate my emotions or tone them down if they were angry or sad emotions. that only affects me one day out of the month due to my period. Before I didn’t have that issue . I know this is probably unique.",0,,
406c66db403c667c9247a1ddfcb8923d16dc8411,0,0,"2025-11-27 14:50:29",0e3afbd2c6ac1d9ec2ac648c16d5bc284e669310,"Why is being inseminated so controversial for American women? Go to Nevada. I heard the world's oldest profession is legal there. Now if you don't mind me, I think I'll get back to my dreams and aspirations to be a wife and a mother, thx.",0,,
ca6bc660b22cb1f63afec8b071c3d3aaab54d91c,0,0,"2025-11-19 22:44:32",1712527a452654f217b586c0f5bbf886cdf94c65,"Who would have thought that disrupting the natural flow of things will cause problems.",0,,
fc6f0e725d892a9fed59d1bea0c41dc6b10daf8a,0,0,"2025-10-26 11:39:25",d3f69dbb6cd8486999e4f1a4833045dfae67dcb9,"I've known many women who would never dream of using hormonal contraception. They simply did not want to be somebody who was not their true self.",0,,
f8c05f9bcda9feb9441907a4079c5eaadeb89f07,0,2,"2025-10-14 14:12:35",6b5e59c92c1361d6992163b7cfc9abada550bced,"Read the BBCs article on The Strange Truth About the Pill. Expands further on this topic.",0,,
01a3a36e36971ec4fd6c9e49fc091e5ca26c4f05,0,0,"2025-10-13 01:01:33",ed8e2a099ae01fc2218d71bc1478e0d56f8b2eeb,"when i stopped my bcp it gave me the worst acne of my life for 6 months. i gave up and went back on it.",0,,
adac5f4be8f1bfedcb0ff66dedf2bce1cf974623,1,0,"2025-09-22 15:36:57",b9d5f0716e4c980ec14d1b8d2c08cc8fdf2a3abc,"It’s ok women, I’m a mad on adhd stimulants for 10 years. I’m unmarried and I don’t even know myself. I regret it, I should’ve learned to work with the person I was. I don’t know who I am now and I’m 30.",0,,
af8e9d248855166db2e1491c0223b5b11c5a8740,,0,"2025-10-29 18:28:35",351c34ca59a46b6390a08918a6bf6b60ce78f8a6,"I mean none of that means “it’s ok, women”",1,adac5f4be8f1bfedcb0ff66dedf2bce1cf974623,b9d5f0716e4c980ec14d1b8d2c08cc8fdf2a3abc
d98ffa4b454b6044ef9ff6a9465e30d70c465573,0,1,"2025-09-08 20:25:12",2407d443d31b1c1dd0ac9c90cd59e739e7614625,"I listen till minute 5, I dont know why I geve a chance to WOke tdex",0,,
54d41ddd1198bcc85d1ed2d95b28d967c1dc72c4,0,1,"2025-09-01 03:06:29",68f8417b19bfe0d2d3122bcad09ebfbf0a93110f,"Doctors are not your friend. The pharmaceutical companies are not your friend.",0,,
dbb65675b1b8a1b8935ad5ad2e4dec84328d76cb,0,0,"2025-08-28 02:34:12",ec7ae260fdcf9007449ede47449cf67545ba87ca,"The birth control pill and the propaganda attached to feminism has destroyed the happiness of both sexes.",0,,
a8bedc78ea1193666ba8a97e4b593631128f3f09,0,0,"2025-08-22 11:33:11",67478d252794edf371dedef1a267a1f9bd74b9ed,"Birth control is healthcare. This does not mean control of pregnancy. This means for the women who have endo, pmdd, extreme bleeding etc, birth control saves and changes lives for the better. I am one of those women",0,,
833def0a38276a714c81f763ed33167630ac725f,0,2,"2025-08-17 15:13:40",321a44e2a20f95f0cade685c70a2a3ef7b995ff8,"5 years later, this is the most helpful ted talk i’ve EVER listened to. I had some suspicions but I genuinely thought it was in my head since i’m 15 and things are changing a lot. It just didn’t seem normal when I compared myself to what I was like before the pill. I was reading in a medical textbook of one of my teachers the other day and it mentioned something about the pill, and I realised I actually didn’t know much about this pill I blindly ingest in my body everyday. I can confirm all these things are happening. I wish I could go off the pill, but my periods and skin would be horrendous.",0,,
cb5d22b1d8eb145d4a3aa8beed3d7c815fae23c0,0,0,"2025-08-17 09:43:23",7f9a962d7a2ae3b666c03d0e8adf2f54c87c1144,"Yeah, yeah. Middle aged lady says they created Mike Judge Idiocracy due to the fact that it makes us smell good to predators.",0,,
0ceba68517196612e9716f8c689273de6e46a218,0,0,"2025-08-08 08:47:27",bcbe80225132b172d63c39b6ef1bb0ec38cc4d32,"It made my OCD so much worse, I kept telling the doctors how I could barely leave my house and was just sent to therapy and offered more meds. After researching I found it can make mental issues like OCD worse",0,,
ad635c206c5df90ddbc63caca016b281967467b3,0,3,"2025-08-04 12:40:45",74ea4431b841c970b2f84d064fc80cd995edaad4,"""Amazing""? Why not abstinence? Repeal the 19th...it didnt work",0,,
f8dc97d6ed2b8eb89b2e8ba8a04feb09299be2fd,0,1,"2025-07-22 00:58:22",e36d413e7b087dce0e245481f4e0f687ddd3b32a,"4:10 bird hands",0,,
1cce2771caa57f49f13b921de3400e8fc251b0d7,0,1,"2025-07-21 05:24:57",99f365ac95a0439f099dbfa3722088f7791d2b41,"I just found out that medicaid copays for elective BC. The church failed America.",0,,
a1a7ff9180c94918fa86c1fba718db09d3d1b04d,0,0,"2025-07-12 18:42:36",dab4d1d9f67d79dc74c3d372c97c0b68084c9c01,"Shes saving lifes",0,,
ed9ab0971d4cca01c4902258085b44deb4559bb6,0,5,"2025-05-29 14:34:53",0c166b55c3791e9a34540cb414187bc90d811102,"Wow, almost like stopping your bodies biological functioning for years is bad for you ",0,,
3cf1842b46936d8845dc1cad09858b74ba5bbfa0,0,0,"2025-05-23 21:48:06",fa61a46fbe6c3b8a2049d0b0c2fbc254c3a588e1,"Uh oh. I've been on birth control, and I like men with fairly strong male facial features already lol",0,,
2b3f40011232bef313f989586246ffaee24ffc5d,0,2,"2025-05-19 19:44:07",d62aab7c0724a0ce8471c187d9a5ac226796fc1d,"Repeal the 19th amendment.",0,,
aedeb811e37cd40aa97aae4111b26e1d763cf19a,0,0,"2025-04-04 12:45:01",526b3e591a61efcf17b0ef829fb3e558043e986b,“Right?”,0,,
5b5de66c165695151a6962d45389bdd9a662022e,0,1,"2025-04-03 21:12:49",6fc6da772a4bda03774c0391970e68f90764526f,"Aha! Rasicm toward us with facial hair - We didnt chose facial hair growth at birth - you are pill adictive racists! the lot of you... I know its 5 year old, so does it still apply or?",0,,
9008fee3441cd861442477792e05a2a4d85caf96,0,1,"2025-04-03 13:38:56",efee0110bff72ee24b21441fcfeba123a0c47c00,"🙄 I'd like to see the numbers on how much those capricious male hormones change in comparison to how much women do and the psychological effects.",0,,
95b1a0dbba17c74d86a0e6b13bd33a01bc398ed0,0,3,"2025-04-01 13:43:20",67c1e10bc42db532d1b25703ffba0194d30df709,"THIS STUFF IS NOT AS WELL UNDERSTOOD AS SHE THINKS IT IS...THE BEST STRATEGY IS STILL ABSTINENCE UNTIL YOU ARE READY FOR CHILDREN...",0,,
b5e44bc7b50a95c8dfab77f9913591e4061ae339,0,1,"2025-03-21 02:27:57",d1268eb1ec77b3cd2cc168c215481670d480bae4,"This video was highly disturbing…….",0,,
144bb636b1d18721e859c9b31c2ef1ed967cb535,0,0,"2025-03-17 18:23:46",4ac711b640995832c97c3220c2aa1133564160a2,"Great f'ing talk!!! Beautiful!!",0,,
beb8c2dafef220b201494b116d5a35c369eb4333,0,3,"2025-03-14 05:47:36",1ad7a0ebda9d54748e95881b88c4aa87844d332e,"The birth rate is below the replacement rate of 2.1 children per female. Birth control and feminism are somewhat responsible for this slow extinction process. Those that believe in feminism need to address this issue of low birth rates.",0,,
d78ea119943733342f49cf4c23e21b8931121309,1,1,"2025-03-03 23:24:30",2ff30eeca537bf3881fe2e4971f4b05a431e6d3a,"I was on the pill for 30 YEARS. I'm going to get her book ""This Is Your Brain On Birth Control"" (Sarah. E. Hill), but there is another book that I bought called ""Moody Bitches"" by a female neurologist (Dr. Julie Holland) that goes over all of the hormones in a woman's lifetime and how they affect us. She discusses the pill the same way the Sarah does and it scares me. She said you can marry someone on the pill and when you get off of the pill you might not be attracted to them anymore.",0,,
e81c6d94cd9c11b5e1bd0a58bc0fb124fc02f4bf,,0,"2025-09-22 15:38:30",b9d5f0716e4c980ec14d1b8d2c08cc8fdf2a3abc,"While society may have changed, women and men’s biology haven’t. Crazy how people forget this.",1,d78ea119943733342f49cf4c23e21b8931121309,2ff30eeca537bf3881fe2e4971f4b05a431e6d3a
396db1f1e2728cbe42bec00940d6d4d2963a1457,0,1,"2025-03-03 22:57:16",2ff30eeca537bf3881fe2e4971f4b05a431e6d3a,"She has a book called ""This Is Your Brain On Birth Control"" - Sarah. E. Hill and there is another book written by a female neurologist called ""Moody Bitches"" - Dr. Julie Holland...which talks about all aspects of female hormones throughout life, including taking the pill. Dr. Holland says exactly what Sarah says and much more. She says you might marry someone while you're taking the pill, then stop taking the pill and you might not be attracted to them anymore. No one told us this and I'm pissed about it.",0,,
009b1ddce35c08e19f9c0729471cae5f3f5838c4,0,0,"2025-02-24 23:16:10",3c71a0fc843748e4dc39adfb5f21134aa29051ce,Right,0,,
8c02fe9b9a051c49a94e4ed6678bb33a06998cc1,0,1,"2025-01-14 03:24:20",35611af91927c6277d58ad91c83735f40284a94a,"""My choice"" people are everything that's wrong with this country today. Thank you.",0,,
5f24649bafd84d30ee88272343916c3640544d28,0,1,"2025-01-14 03:13:58",35611af91927c6277d58ad91c83735f40284a94a,"Maybe wemon should be moms",0,,
d4e5ee0f4228bafae6a2ed3369415bbcafa1fb3b,0,0,"2025-01-07 15:55:44",1e3d8466563157bda17c2077c07821f842800892,"All this bad info and it's ""not time"" to abandon the birth control pill? uhh...",0,,
42e352dd5003813a9e12a254064e3603fc881c96,0,1,"2025-01-07 15:41:31",1e3d8466563157bda17c2077c07821f842800892,"I got a big ole beard and a military haircut. My wife is not on the pill. She thinks I'm hot. Case closed.,",0,,
617f8f64095473c1849d958bfee7c4c27c65a78b,0,0,"2025-01-07 15:36:23",1e3d8466563157bda17c2077c07821f842800892,"Birth control as a widespread tool to prevent children was accepted without much thought. We need to repent.",0,,
c3a3efdd9b7d4a6967aba7de8a8eb57a169afce7,0,1,"2024-12-29 10:04:17",515f9c124b9d9fe96178da66c2d7ddca15ae7105,"A couple of points here.... There is a strong possibility that the accumulative effects of long-term use of the birth control pill on the woman might be passed down to the child if she does become pregnant. It is a plausible explanation for the problems we're seeing manifesting in children over the past few decades. This could create a massive problem for society . There was a lot of nonsense in the beginning of the video related to the differences between men and women and how hormones affect them. It is a fact that men on average are much more rational and level-headed than women . Men are far more likely to remain calm under dangerous conditions. There are exceptions... But the exception does not invalidate the rule. This doesn't make men better at everything than women, It just makes them different. It does make them better at certain things a higher percentage of the time.",0,,
591bb453e15c37b562faaf6b777c1e3a8ce51bc6,0,1,"2024-12-06 04:14:28",f4514a846014bf31d922be493b88c94da1071d8a,"At 56, I have a pituitary (brain) tumor...just so happens I took the pill approximately 15yrs....",0,,
731d9da7a9ece85e93b66900d50e87f1fb24e9b6,0,0,"2024-11-29 01:23:37",2b01a9721f15cf71bec3c4fe9892fd9a834628f8,"Men wouldn't take it 🤔 🫢",0,,
